,actonId,beginDate,countyName,elevation,endDate,fipsCountryCd,fipsCountyCd,fipsStateNumber,huc,hud,latitude,longitude,name,shefId,stationDataTimeZone,stationTriplet
0,11L04S,1980-06-19 00:00:00,Sevier,9414.00,2100-01-01 00:00:00,US,041,49,140700030101,14070003,38.67990,-111.59765,Black Flat-U.M. Ck,BFTU1,-8.0,348:UT:SNTL
0,,1954-04-01 00:00:00,Sevier,9400.00,1989-12-31 00:00:00,US,041,49,140700030101,14070003,38.68333,-111.58333,Black Flat-U.M. Creek,,,11L04:UT:SNOW
0,,1950-05-01 00:00:00,Weld,5080.00,2100-01-01 00:00:00,US,123,08,101900071003,10190007,40.61667,-104.88333,Black Hollow Reservoir,,,06016030:CO:BOR
0,08M12S,2011-07-28 00:00:00,Dolores,11564.00,2100-01-01 00:00:00,US,033,08,140300020103,14030002,37.78968,-108.18376,Black Mesa,BMSC2,-8.0,1185:CO:SNTL
0,,1961-02-01 00:00:00,Fremont,8160.00,1992-12-31 00:00:00,US,043,16,170402020302,17040202,44.50000,-111.13333,Black Moose (Disc),,,11E19:ID:SNOW
0,,1963-10-16 00:00:00,Hot Springs,5640.00,2100-01-01 00:00:00,US,017,56,100800070802,10080007,43.65000,-107.73333,Black Mountain,BTXW4,,0778:WY:COOP
0,05J28S,2010-10-01 00:00:00,Larimer,8980.00,2100-01-01 00:00:00,US,069,08,101900070501,10190007,40.88790,-105.66404,Black Mountain,BMNC2,-8.0,1161:CO:SNTL
0,,1976-04-01 00:00:00,Powell,7750.00,2100-01-01 00:00:00,US,077,30,170102010706,17010201,46.31637,-112.57837,Black Mountain,BCKM8,,12C19:MT:SNOW
0,,1959-04-01 00:00:00,Granite,7210.00,2008-05-01 00:00:00,US,039,30,170102020203,17010202,46.41400,-113.43095,Black Pine,BLKM8,,13C13:MT:SNOW
0,13C13S,1965-10-01 00:00:00,Granite,7210.00,2100-01-01 00:00:00,US,039,30,170102020203,17010202,46.41400,-113.43095,Black Pine,BLKM8,-8.0,349:MT:SNTL
0,,1952-02-01 00:00:00,Deschutes,4600.00,1971-12-31 00:00:00,US,017,41,170703010708,17070301,44.23333,-121.53333,Black Pine Springs (Disc),,,21E11:OR:SNOW
0,,1965-03-01 00:00:00,Yukon-Koyukuk,620.00,1998-12-31 00:00:00,US,290,02,190801061509,19040204,66.60000,-142.75000,Black River (Discontinued),,,42R01:AK:SNOW
0,,1948-01-01 00:00:00,Apache,6040.00,2100-01-01 00:00:00,US,001,04,150601010313,15060101,33.48333,-109.76666,Black River Pumps,,,0808:AZ:COOP
0,,1971-04-01 00:00:00,Calaveras,6500.00,2100-01-01 00:00:00,US,009,06,180400100303,,38.37500,-120.19200,Black Springs,,,BLS:CA:SNOW
0,,1977-11-21 00:00:00,Calaveras,6500.00,2100-01-01 00:00:00,US,009,06,180400100303,,38.37500,-120.19200,Black Springs,,,BLS:CA:MSNT
0,,1945-04-01 00:00:00,Sevier,9200.00,1989-12-31 00:00:00,US,041,49,140700020201,14070002,39.03333,-111.45000,Black's Fork,,,11K14:UT:SNOW
0,,1960-10-01 00:00:00,Summit,8930.00,1995-10-01 00:00:00,US,043,49,140401070303,14040107,40.96666,-110.58333,Black's Fork Junction,,,0735:UT:MPRC
0,,1930-04-01 00:00:00,Fresno,10300.00,2100-01-01 00:00:00,US,019,06,180300100601,,37.06700,-118.77000,Blackcap Basin,,,BCB:CA:SNOW
0,,1989-11-25 00:00:00,Fresno,10300.00,2016-12-08 00:00:00,US,019,06,180300100601,,37.06700,-118.77000,Blackcap Basin,,,BCB:CA:MSNT
0,,1896-01-01 00:00:00,Bingham,4490.00,2100-01-01 00:00:00,US,011,16,170402070608,17040207,43.16666,-112.35000,Blackfoot 2 SSW,,,0915:ID:COOP
0,,1914-03-25 00:00:00,Caribou,6259.00,2100-01-01 00:00:00,US,029,16,170402070210,17040207,42.81528,-111.50667,Blackfoot R ab Reservoir nr Henry,,,13063000:ID:USGS
0,,1898-07-01 00:00:00,Missoula,3345.00,2100-01-01 00:00:00,US,063,30,170102031308,17010203,46.89965,-113.75649,Blackfoot R nr Bonner,,,12340000:MT:USGS
0,,1940-09-01 00:00:00,Powell,3917.00,1963-10-01 00:00:00,US,077,30,170102030907,17010203,47.01667,-113.23333,Blackfoot R nr Ovando,,,12338500:MT:USGS
0,,1912-10-01 00:00:00,Caribou,6100.00,2100-01-01 00:00:00,US,029,16,170402070307,17040207,43.00396,-111.71642,Blackfoot Reservoir,,,13065000:ID:BOR
0,06H26S,2009-08-07 00:00:00,Carbon,9839.00,2100-01-01 00:00:00,US,007,56,101800020504,10180002,41.05623,-106.71400,Blackhall Mtn,BLHW4,-8.0,1119:WY:SNTL
0,,1936-02-01 00:00:00,Teton,8900.00,1993-06-01 00:00:00,US,039,56,170401010507,17040101,43.78333,-110.13333,Blackrock,,,10F07:WY:SNOW
0,,1939-10-01 00:00:00,Sevier,8512.00,2017-04-10 00:00:00,US,041,49,140401070303,14040107,41.03167,-110.57861,"Blacks Fk nr Millburne, WY",,,09218500:UT:USGS
0,,1966-08-01 00:00:00,Summit,8811.00,2100-01-01 00:00:00,US,043,49,140401070303,14040107,40.95911,-110.58017,Blacks Fk nr Robertson,,,09217900:UT:USGS
0,10J22S,2010-09-30 00:00:00,Summit,8869.00,2100-01-01 00:00:00,US,043,49,140401070303,14040107,40.95814,-110.58280,Blacks Fork Jct,BLJU1,-8.0,1162:UT:SNTL
0,,1961-03-01 00:00:00,Summit,8870.00,2020-04-28 00:00:00,US,043,49,140401070303,14040107,40.95833,-110.58255,Blacks Fork Junction,BLJU1,,10J22:UT:SNOW
0,,1987-11-01 00:00:00,Lassen,7050.00,2100-01-01 00:00:00,US,035,06,180200030607,,40.77000,-121.19800,Blacks Mountain,,,BLA:CA:MSNT
0,,1945-04-01 00:00:00,Lassen,6700.00,2100-01-01 00:00:00,US,035,06,180200030605,,40.76200,-121.19500,Blacks Mountain,,,BMN:CA:SNOW
0,,1913-11-28 00:00:00,Cache,5021.00,2100-01-01 00:00:00,US,005,49,160102030209,16010203,41.62355,-111.73883,Blacksmith Fk nr Hyrum,,,10113500:UT:USGS
0,,1976-03-01 00:00:00,UNKNOWN,1020.00,2017-05-01 00:00:00,CA,999,97,,19040206,64.95000,-138.28333,Blackstone River,,,10MAS1:YK:SNOW
0,,1987-03-01 00:00:00,Flathead,5650.00,2100-01-01 00:00:00,US,029,30,170102080302,17010208,47.98288,-114.35430,Blacktail,BLTM8,,14B04:MT:SNOW
0,,1989-10-01 00:00:00,Flathead,5650.00,2013-02-01 00:00:00,US,029,30,170102080302,17010208,47.98333,-114.35430,Blacktail Mountain,,,MU04:MT:MPRC
0,14B04S,2010-08-25 00:00:00,Flathead,5650.00,2100-01-01 00:00:00,US,029,30,170102080302,17010208,47.98288,-114.35430,Blacktail Mtn,BLTM8,-8.0,1144:MT:SNTL
0,,1959-04-01 00:00:00,UNKNOWN,6365.00,1994-03-01 00:00:00,CA,999,96,170200070201,17020207,49.13019,-120.78081,Blackwall Peak,BLKQ2,,2G03:BC:SNOW
0,,1967-10-01 00:00:00,UNKNOWN,6345.00,2100-01-01 00:00:00,US,999,96,170200070205,,49.08333,-120.76667,Blackwall Peak,,,2G03P:BC:MSNT
0,,1967-10-01 00:00:00,UNKNOWN,6365.00,2020-01-01 00:00:00,CA,999,96,170200070205,17020207,49.08333,-120.76667,Blackwall Peak Pillow,,,2G03P:BC:SNOW
0,09E13S,1979-10-01 00:00:00,Park,9780.00,2100-01-01 00:00:00,US,029,56,100800120209,10080012,44.37667,-109.79333,Blackwater,BLWW4,-8.0,350:WY:SNTL
0,,1909-01-01 00:00:00,Costilla,7750.00,2020-10-01 00:00:00,US,023,08,130100020709,13010002,37.43333,-105.51666,Blanca,BLNC2,,0776:CO:COOP
0,,1970-11-01 00:00:00,Archuleta,7999.00,2100-01-01 00:00:00,US,007,08,140801010304,14080101,37.20360,-106.80970,Blanco Diversion nr Pagosa Springs,,,09343200:CO:USGS
0,21D33S,1979-10-01 00:00:00,Clackamas,3650.00,2100-01-01 00:00:00,US,005,41,170800010102,17080001,45.42870,-121.85605,Blazed Alder,BLAO3,-8.0,351:OR:SNTL
0,20B02S,1979-10-01 00:00:00,Chelan,4240.00,2100-01-01 00:00:00,US,007,53,170200110501,17020011,47.35037,-120.67960,Blewett Pass,BPAW1,-8.0,352:WA:SNTL
0,,1946-03-01 00:00:00,Kittitas,4270.00,2008-05-01 00:00:00,US,037,53,170300010501,17020011,47.35000,-120.68330,Blewett Pass No. 2,BPAW1,,20B02:WA:SNOW
0,10G02S,1978-10-01 00:00:00,Sublette,8650.00,2100-01-01 00:00:00,US,035,56,140401010402,14040101,42.96400,-110.60973,Blind Bull Sum,BBSW4,-8.0,353:WY:SNTL
0,,1948-03-01 00:00:00,Sublette,8900.00,1993-05-01 00:00:00,US,035,56,140401010402,14040101,42.95000,-110.60000,Blind Bull Summit AM,,,10G02:WY:SNOW
0,03E03S,1989-10-01 00:00:00,Pennington,6890.00,2100-01-01 00:00:00,US,103,46,101201100104,10120110,44.10772,-103.97688,Blind Park,BLPS2,-8.0,354:SD:SNTL
0,,1946-10-01 00:00:00,Ravalli,4050.00,1969-10-01 00:00:00,US,081,30,170102051005,17010205,46.26667,-114.23333,Blodgett Ck nr Corvallis,,,12347500:MT:USGS
0,,1977-12-20 00:00:00,Alpine,7200.00,2100-01-01 00:00:00,US,003,06,180400100301,,38.45000,-120.03300,Bloods Creek,,,BLD:CA:MSNT
0,,1978-01-01 00:00:00,Alpine,7200.00,2100-01-01 00:00:00,US,003,06,180400100301,,38.45000,-120.03300,Bloods Creek,,,BLD:CA:SNOW
0,,1948-03-01 00:00:00,Beaverhead,7600.00,2007-05-01 00:00:00,US,001,30,100200011002,10020001,45.16507,-113.50099,Bloody Dick,BLOM8,,13D10:MT:SNOW
0,13D10S,1976-10-01 00:00:00,Beaverhead,7600.00,2100-01-01 00:00:00,US,001,30,100200011002,10020001,45.16507,-113.50099,Bloody Dick,BLOM8,-8.0,355:MT:SNTL
0,,1968-12-01 00:00:00,Dawson,2650.00,2020-10-01 00:00:00,US,021,30,101000041503,10100004,47.43333,-104.91666,Bloomfield,,,0923:MT:COOP
0,,1940-03-01 00:00:00,Placer,5280.00,2100-01-01 00:00:00,US,061,06,180201280105,18020126,39.28333,-120.70000,Blue Canyon,,,0897:CA:COOP
0,,1966-10-01 00:00:00,Placer,5280.00,2100-01-01 00:00:00,US,061,06,180201280105,,39.27600,-120.70800,Blue Canyon,,,BLC2:CA:MSNT
0,SC2135,2007-09-12 00:00:00,Box Elder,5179.00,2100-01-01 00:00:00,US,003,49,160203090802,16020309,41.93531,-112.43360,Blue Creek,BLUU1,-7.0,2135:UT:SCAN
0,,1973-02-01 00:00:00,Chelan,5425.00,1982-12-31 00:00:00,US,007,53,170200100204,17020010,47.91667,-120.58333,Blue Creek G.S. Am (Disc),,,20B28:WA:SNOW
0,,1961-04-01 00:00:00,Pondera,5900.00,2012-06-01 00:00:00,US,073,30,100302010201,10030201,48.15000,-113.10000,Blue Lake,BLEM8,,13A20:MT:SNOW
0,,1959-01-01 00:00:00,Skamania,4800.00,1978-12-31 00:00:00,US,059,53,170800020105,17080002,46.25000,-121.85000,Blue Lake Am (Disc),,,21C22:WA:SNOW
0,,1966-10-01 00:00:00,Lane,1057.00,2100-01-01 00:00:00,US,039,41,170900040403,17090004,44.16235,-122.33312,Blue Lake Inflow,,,14162200:OR:USGS
0,,1997-02-01 00:00:00,Lassen,6830.00,2100-01-01 00:00:00,US,035,06,180200020203,18020002,41.14792,-120.25168,Blue Lake Ranch,,,20H14:CA:SNOW
0,,1962-02-01 00:00:00,Huerfano,9300.00,1974-06-01 00:00:00,US,055,08,110200060401,11020006,37.35000,-105.11666,Blue Lakes,,,05M06:CO:SNOW
0,,1918-04-01 00:00:00,Alpine,8000.00,2100-01-01 00:00:00,US,003,06,180400120101,18040012,38.60000,-119.91667,Blue Lakes,BLAC1,,19L05:CA:SNOW
0,19L05S,1980-10-01 00:00:00,Alpine,8067.00,2100-01-01 00:00:00,US,003,06,180400120101,18040012,38.60800,-119.92437,Blue Lakes,BLAC1,-8.0,356:CA:SNTL
0,,1938-04-01 00:00:00,Clark,6900.00,1992-12-31 00:00:00,US,033,16,170402140108,17040214,44.43333,-112.00000,Blue Ledge Mine (Disc),,,11E11:ID:SNOW
0,,1957-04-01 00:00:00,Gunnison,8700.00,1983-06-01 00:00:00,US,051,08,140200020802,14020002,38.40000,-107.40000,Blue Mesa,,,07L02:CO:SNOW
0,,1965-10-01 00:00:00,Gunnison,7550.00,2100-01-01 00:00:00,US,051,08,140200020706,14020002,38.45361,-107.33428,Blue Mesa Reservoir,,,09009010:CO:BOR
0,,1963-01-01 00:00:00,Umatilla,4300.00,1982-12-31 00:00:00,US,059,41,170701030301,17070103,45.75000,-118.26667,Blue Mountain Camp (Disc),,,18D16:OR:SNOW
0,18E16S,1978-10-01 00:00:00,Grant,5870.00,2100-01-01 00:00:00,US,023,41,170501160104,17050116,44.24767,-118.51722,Blue Mountain Spring,BLPO3,-8.0,357:OR:SNTL
0,,1929-04-01 00:00:00,Baker,5900.00,2003-05-01 00:00:00,US,001,41,170501160104,17050116,44.25000,-118.50000,Blue Mountain Springs,,,18E16:OR:SNOW
0,,1931-04-01 00:00:00,Baker,5100.00,1982-12-31 00:00:00,US,001,41,170502020107,17070203,44.51667,-118.33333,Blue Mountain Summit (Disc),,,18E13:OR:SNOW
0,,1951-01-01 00:00:00,Summit,8760.00,2100-01-01 00:00:00,US,117,08,140100020501,14010002,39.62554,-106.06641,Blue R bl Dillon Reservoir,,,09050700:CO:USGS
0,,1937-10-01 00:00:00,Summit,7683.00,2100-01-01 00:00:00,US,117,08,140100020602,14010002,39.88026,-106.33392,Blue R bl Green Mountain Reservoir,,,09057500:CO:USGS
0,,1940-03-01 00:00:00,Fremont,9620.00,2100-01-01 00:00:00,US,013,56,100800030203,10080003,42.64694,-108.86889,Blue Ridge,BLUW4,,08G02:WY:SNOW
0,,1961-01-01 00:00:00,Bingham,6870.00,2100-01-01 00:00:00,US,011,16,170402070405,17040207,43.20603,-111.85600,Blue Ridge,BLUI1,,11F17:ID:SNOW
0,,1957-02-01 00:00:00,Summit,10500.00,2100-01-01 00:00:00,US,117,08,140100020101,14010002,39.38333,-106.05000,Blue River,BLLC2,,06K21:CO:SNOW
0,,1968-10-01 00:00:00,Lane,1362.00,2100-01-01 00:00:00,US,039,41,170900040403,17090004,44.17257,-122.32539,Blue River,,,14162100:OR:BOR
0,,1983-01-01 00:00:00,UNKNOWN,2198.00,2100-01-01 00:00:00,CA,999,96,,17110001,52.11861,-119.28806,Blue River,,,1E01B:BC:SNOW
0,,1963-01-01 00:00:00,Lane,1387.00,2004-01-01 00:00:00,US,039,41,170900040401,17090004,44.21667,-122.25000,Blue River blw Tidbits Crk,,,14161100:OR:USGS
0,,1988-02-01 00:00:00,Matanuska-Susitna,1200.00,2100-01-01 00:00:00,US,170,02,190205020603,19020502,62.79717,-149.98050,Blueberry Hill,BLUA2,,49N07:AK:SNOW
0,,1973-03-01 00:00:00,UNKNOWN,6693.00,2015-04-01 00:00:00,CA,999,96,170200021504,17020202,49.54222,-118.52528,Bluejoint Mountain,,,2E06:BC:SNOW
0,,1951-03-17 00:00:00,Cibola,7290.00,2012-07-01 00:00:00,US,006,35,130202070207,13020207,35.30364,-108.09951,Bluewater Ck bl Bluewater Dam,,,08341500:NM:USGS
0,,1988-10-01 00:00:00,Cibola,7346.00,2100-01-01 00:00:00,US,006,35,130202070206,13020207,35.29261,-108.11176,Bluewater Lake,,,08341400:NM:BOR
0,,2004-01-01 00:00:00,Cibola,7420.00,2016-10-01 00:00:00,US,006,35,130202070207,13020207,35.28333,-108.10000,Bluewater Lake Inflow,,,08341400:NM:USGS
0,,1938-01-01 00:00:00,Klamath,4800.00,1971-12-31 00:00:00,US,035,41,180102020703,18010202,42.50000,-121.33333,Bly 101 Ranch Pp&l (Disc),,,21G12:OR:SNOW
0,,2000-02-01 00:00:00,Klamath,4560.00,2014-01-01 00:00:00,US,035,41,180200010208,18020001,42.21667,-120.58333,Bly 4 SE,,,0856:OR:COOP
0,,1957-02-01 00:00:00,Klamath,5090.00,1971-12-31 00:00:00,US,035,41,180102040703,18010202,42.31667,-121.45000,Bly Mountain (Disc),,,21G05:OR:SNOW
0,,1940-05-01 00:00:00,Larimer,10164.00,2100-01-01 00:00:00,US,069,08,101900070205,10190007,40.53060,-105.76110,Bob Creek Ditch,,,06744000:CO:USGS
0,,1959-02-01 00:00:00,Skamania,2200.00,1978-12-31 00:00:00,US,059,53,170800020108,17080002,46.15000,-121.86667,Bob's Trail (Disc),,,21C21:WA:SNOW
0,,1955-01-01 00:00:00,Deschutes,5450.00,1955-12-31 00:00:00,US,017,41,170900010601,17070301,43.71667,-121.98333,Bobby Lake (Disc),,,21F16:OR:SNOW
0,12L16S,2016-10-06 00:00:00,Millard,9319.00,2100-01-01 00:00:00,US,027,49,160300051401,,38.94569,-112.15349,Bobs Hollow,,-8.0,1278:UT:SNTL
0,,1906-04-01 00:00:00,Nevada,5580.00,2100-01-01 00:00:00,US,057,06,160501020206,16050102,39.38333,-120.10000,Boca,,,0931:CA:COOP
0,,1933-03-01 00:00:00,Nevada,5900.00,1988-12-31 00:00:00,US,057,06,160501020501,16050102,39.36667,-120.08333,Boca #2,,,20K14:CA:SNOW
0,,1939-09-01 00:00:00,Nevada,5620.00,2100-01-01 00:00:00,US,057,06,160501020107,,39.39041,-120.09559,Boca Res Local Inflow,,,150028:CA:USGS
0,,1938-12-01 00:00:00,Nevada,5620.00,2100-01-01 00:00:00,US,057,06,160501020107,16050102,39.39041,-120.09559,Boca Reservoir,,,10344490:CA:BOR
0,SC2215,2014-10-24 00:00:00,Mono,7825.00,2100-01-01 00:00:00,US,051,06,160503010104,,38.26477,-119.12645,Bodie Hills,HBDC1,-8.0,2215:CA:SCAN
0,,1942-02-01 00:00:00,Boise,6340.00,2100-01-01 00:00:00,US,015,16,170501220201,17050114,43.76400,-116.09700,Bogus Basin,BOGI1,,16F02:ID:SNOW
0,16F02S,1999-09-21 00:00:00,Boise,6340.00,2100-01-01 00:00:00,US,015,16,170501220201,17050114,43.76377,-116.09685,Bogus Basin,BOGI1,-8.0,978:ID:SNTL
0,,1955-02-01 00:00:00,Boise,5568.00,2100-01-01 00:00:00,US,015,16,170501140101,17050114,43.73333,-116.12778,Bogus Basin Road,BGSI1,,16F04:ID:SNOW
0,,1895-01-01 00:00:00,Ada,2827.00,2100-01-01 00:00:00,US,001,16,170501140401,17050112,43.52767,-116.05955,Boise R nr Boise,,,13202000:ID:USGS
0,,1911-01-01 00:00:00,Boise,3310.00,2100-01-01 00:00:00,US,015,16,170501120503,17050112,43.66806,-115.72528,Boise R nr Twin Springs,,,13185000:ID:USGS
0,,1939-10-01 00:00:00,Ada,2840.00,2100-01-01 00:00:00,US,001,16,170501140202,17050114,43.56666,-116.21666,Boise WSFO Airport,BOII1,,1022:ID:COOP
0,,1989-10-01 00:00:00,Fairbanks North Star,1150.00,2010-10-01 00:00:00,US,090,02,190803071508,19040507,64.75000,-148.30000,Bonanza Creek,,,208:AK:MSNT
0,,1968-02-01 00:00:00,Fairbanks North Star,1150.00,2100-01-01 00:00:00,US,090,02,190803071508,19040507,64.74273,-148.31610,Bonanza Creek,BONA2,,48P01:AK:SNOW
0,,1980-12-01 00:00:00,Yukon-Koyukuk,1200.00,2100-01-01 00:00:00,US,290,02,190901020606,19040602,66.69283,-150.66317,Bonanza Forks,BZFA2,,50R03:AK:SNOW
0,,1982-09-18 00:00:00,Trinity,6450.00,2100-01-01 00:00:00,US,105,06,180102110304,,41.08300,-122.62800,Bonanza King,,,BNK:CA:MSNT
0,,2010-02-01 00:00:00,Okanogan,4740.00,2100-01-01 00:00:00,US,047,53,170200061801,17020006,48.72880,-119.17085,Bonaupart South,,,19A24:WA:SNOW
0,,1948-02-01 00:00:00,Tuolumne,9300.00,2100-01-01 00:00:00,US,109,06,180400090402,18040009,38.18333,-119.61667,Bond Pass,,,19L35:CA:SNOW
0,,1948-01-01 00:00:00,Sublette,6620.00,2100-01-01 00:00:00,US,035,56,170401030207,17040103,43.20000,-110.40000,Bondurant,BNWW4,,0865:WY:COOP
0,,1961-01-01 00:00:00,Bonneville,6168.00,2100-01-01 00:00:00,US,019,16,170402050306,17040205,43.30420,-111.79087,Bone,BNEI1,,11F08:ID:SNOW
0,07E18S,1978-10-01 00:00:00,Sheridan,9350.00,2100-01-01 00:00:00,US,033,56,100800100102,10080010,44.67888,-107.58110,Bone Springs Div,BSDW4,-8.0,358:WY:SNTL
0,,1956-02-01 00:00:00,Big Horn,9350.00,1992-06-01 00:00:00,US,003,56,100800100102,10080010,44.67890,-107.58105,Bone Springs Divide,,,07E18:WY:SNOW
0,,1963-01-01 00:00:00,Mesa,9850.00,2100-01-01 00:00:00,US,077,08,140100051302,14010005,39.10000,-107.88333,Bonham Reservoir,,,0825:CO:COOP
0,,1930-04-01 00:00:00,Tulare,8300.00,2100-01-01 00:00:00,US,107,06,180300010403,,36.03800,-118.32800,Bonita Meadows,,,BNM:CA:SNOW
0,,1907-01-01 00:00:00,Boundary,1780.00,2100-01-01 00:00:00,US,021,16,170101040304,17010104,48.70000,-116.30000,Bonners Ferry,BONI1,,1079:ID:COOP
0,,1937-12-01 00:00:00,Multnomah,62.00,2100-01-01 00:00:00,US,051,41,170800010801,,45.63530,-121.95220,Bonneville Dam,,,350897:OR:COOP
0,,1994-01-01 00:00:00,Cibola,8140.00,2100-01-01 00:00:00,US,006,35,150200040201,15020006,35.28333,-108.40000,Boon,BOON5,,08P06:NM:SNOW
0,,1961-03-01 00:00:00,Custer,8250.00,1991-12-31 00:00:00,US,037,16,170602020101,17060202,44.18333,-113.73333,Borah (Disc),,,13E08:ID:SNOW
0,,1991-02-01 00:00:00,Yukon-Koyukuk,1330.00,2100-01-01 00:00:00,US,290,02,190804020409,19040402,65.37750,-147.73783,Borealis,BORA2,,47Q07:AK:SNOW
0,,1932-10-01 00:00:00,Park,11485.00,2100-01-01 00:00:00,US,093,08,101900010402,10190001,39.41060,-105.96750,Boreas Pass Ditch at Boreas Pass,,,09046000:CO:USGS
0,SC2067,2002-06-04 00:00:00,Guanica,541.00,2100-01-01 00:00:00,US,055,72,210100040109,21010004,17.96667,-66.86667,Bosque Seco,BOSP4,-4.0,2067:PR:SCAN
0,,1993-10-01 00:00:00,UNKNOWN,4846.00,2100-01-01 00:00:00,US,999,96,,,52.10000,-120.86667,Boss Mountain Mine,,,1C20P:BC:MSNT
0,14G01S,1979-10-01 00:00:00,Cassia,7500.00,2100-01-01 00:00:00,US,031,16,170402120201,17040212,42.16442,-114.19272,Bostetter R.S.,BTRI1,-8.0,359:ID:SNTL
0,,1936-04-01 00:00:00,Cassia,7500.00,1992-12-31 00:00:00,US,031,16,170402120201,17040212,42.16667,-114.18333,Bostetter R.S. (Disc),,,14G01:ID:SNOW
0,,1961-03-01 00:00:00,Carbon,7750.00,2100-01-01 00:00:00,US,009,30,100700060903,10070006,45.17047,-109.47832,Bots Sots,BOTM8,,09D14:MT:SNOW
0,,1981-10-01 00:00:00,Kenai Peninsula,1500.00,1988-10-01 00:00:00,US,122,02,190206011204,19020601,61.16667,-151.63333,Botts Creek,,,209:AK:MSNT
0,,1893-10-01 00:00:00,Boulder,5480.00,2100-01-01 00:00:00,US,013,08,101900050406,10190005,40.00000,-105.26666,Boulder,BOUC2,,0848:CO:COOP
0,,1880-01-01 00:00:00,Jefferson,4900.00,2100-01-01 00:00:00,US,043,30,100200060503,10020006,46.23333,-112.11666,Boulder,BOUM8,,1008:MT:COOP
0,,1966-01-01 00:00:00,Yukon-Koyukuk,1060.00,2012-08-02 00:00:00,US,290,02,190804010803,19040402,65.56806,-144.88694,Boulder C nr Central AK,,,15439800:AK:USGS
0,,1931-01-01 00:00:00,Clark,2520.00,2020-10-01 00:00:00,US,003,32,150100051309,16060015,35.98333,-114.85000,Boulder City,,,1071:NV:COOP
0,,1939-01-01 00:00:00,Granite,4750.00,2100-01-01 00:00:00,US,039,30,170102020303,17010202,46.46667,-113.23333,Boulder Ck at Maxville,,,12330000:MT:USGS
0,,1906-10-01 00:00:00,Boulder,5826.00,2100-01-01 00:00:00,US,013,08,101900050404,10190005,40.00637,-105.33083,Boulder Ck nr Orodell,,,06727000:CO:USGS
0,,1938-03-01 00:00:00,Adams,5440.00,1992-12-31 00:00:00,US,003,16,170501240201,17050124,45.06667,-116.45000,Boulder Creek (Disc),,,16D01:ID:SNOW
0,,1980-03-01 00:00:00,Malheur,5710.00,2100-01-01 00:00:00,US,045,41,170501190201,17050119,44.39565,-118.02990,Boulder Creek AM,BOZO3,,18E35:OR:SNOW
0,,1952-02-01 00:00:00,Boulder,10000.00,2100-01-01 00:00:00,US,013,08,101900050401,10190005,40.01667,-105.56667,Boulder Falls,BLFC2,,05J25:CO:SNOW
0,,1961-04-01 00:00:00,Meagher,7950.00,2006-05-01 00:00:00,US,059,30,100301030501,10030103,46.55960,-111.28973,Boulder Mountain,BOMM8,,11C01:MT:SNOW
0,11C01S,1976-10-01 00:00:00,Meagher,7950.00,2100-01-01 00:00:00,US,059,30,100301030501,10030103,46.55960,-111.28973,Boulder Mountain,BOMM8,-8.0,360:MT:SNTL
0,,1947-01-01 00:00:00,Sweet Grass,4056.00,2100-01-01 00:00:00,US,097,30,100700020909,10070002,45.83411,-109.93880,Boulder R at Big Timber,,,06200000:MT:USGS
0,,1929-01-01 00:00:00,Jefferson,4810.00,2100-01-01 00:00:00,US,043,30,100200060503,10020006,46.21104,-112.09166,Boulder R nr Boulder,,,06033000:MT:USGS
0,,1977-01-01 00:00:00,Jefferson,4440.00,1979-10-01 00:00:00,US,043,30,100200060507,10020006,45.98333,-111.88333,Boulder R nr Cardwell,,,06033900:MT:USGS
0,,1910-05-01 00:00:00,Sweet Grass,4930.00,1983-10-18 00:00:00,US,097,30,100700020908,10070002,45.55000,-110.20000,Boulder R nr Contact,,,06197500:MT:USGS
0,,1989-09-01 00:00:00,Sublette,6940.00,2100-01-01 00:00:00,US,035,56,140401020602,14040102,42.71666,-109.68333,Boulder Rearing Stn,BRSW4,,0951:WY:COOP
0,,1961-01-01 00:00:00,Ferry,1450.00,1982-12-31 00:00:00,US,019,53,170200021906,17020002,48.83333,-118.18333,Boulder Road (Disc),,,18A02:WA:SNOW
0,,1971-02-01 00:00:00,UNKNOWN,4593.00,2100-01-01 00:00:00,CA,999,96,170200060205,17020206,50.27111,-119.64389,Bouleau Lake,BUKQ2,,2F21:BC:SNOW
0,,1967-03-01 00:00:00,Southeast Fairbanks,3500.00,2100-01-01 00:00:00,US,240,02,190705021902,19040104,64.13710,-141.33860,Boundary,BOUA2,,41P03:AK:SNOW
0,,1928-01-01 00:00:00,Boundary,1770.00,2100-01-01 00:00:00,US,021,16,170101040603,17010104,48.99717,-116.56910,Boundary Ck nr Porthill,,,12321500:ID:USGS
0,,1956-03-01 00:00:00,Las Animas,9600.00,1990-12-31 00:00:00,US,071,08,110200100103,11020010,37.18333,-105.10000,Bourbon,,,05M05:CO:SNOW
0,,1936-01-01 00:00:00,Baker,5800.00,2000-06-01 00:00:00,US,001,41,170502030101,17050203,44.81667,-118.20000,Bourne,BORO3,,18E05:OR:SNOW
0,18E05S,1978-10-01 00:00:00,Baker,5850.00,2100-01-01 00:00:00,US,001,41,170502030101,17050203,44.83052,-118.18787,Bourne,BORO3,-8.0,361:OR:SNTL
0,,1971-01-01 00:00:00,Lake,9997.00,2100-01-01 00:00:00,US,065,08,110200010203,11020001,39.27780,-106.42780,Boustead Tunnel,,,07081900:CO:USGS
